Rank,Name,Age,City,Gender,Country,Source,Organization,Title,Year,Month,Networth,Category
905,Michael Hintze,69,London,M,United Kingdom,Investment,CQS LLP,Founder,2023,4,3200,Finance & Investments
905,Hu Baifan,60,Shaoxing,M,China,Pharmaceuticals,,,2023,4,3200,Healthcare
905,Hamilton James & family,71,New York,M,United States,Investments,,,2023,4,3200,Finance & Investments
905,Lee Boo-jin,52,Seoul,F,South Korea,Samsung,,,2023,4,3200,Technology
905,Li Liangbin,55,Xinyu,M,China,Lithium,,,2023,4,3200,Manufacturing
905,Liang Feng,54,Shanghai,M,China,Manufacturing,,,2023,4,3200,Manufacturing
905,Samir Mehta,59,Ahmedabad,M,India,"Pharmaceuticals, power",,,2023,4,3200,Healthcare
905,Sudhir Mehta,68,Ahmedabad,M,India,"Pharmaceuticals, power",,,2023,4,3200,Healthcare
905,Aristotelis Mistakidis,61,Zug,M,Switzerland,"Mining, commodities",,,2023,4,3200,Metals & Mining
905,Geoffrey Palmer,72,Beverly Hills,M,United States,Real estate,,,2023,4,3200,Real Estate
905,Roger Penske,86,Birmingham,M,United States,Cars,,,2023,4,3200,Automotive
905,Ravi Pillai,69,Dubai,M,United Arab Emirates,Construction,,,2023,4,3200,Construction & Engineering
905,David Rubenstein,73,Bethesda,M,United States,Private equity,Carlyle Group,Cofounder and Co-executive Chairman,2023,4,3200,Finance & Investments
905,Hilton Schlosberg,70,Irvine,M,United States,Energy drinks,,,2023,4,3200,Food & Beverage
905,Klaus-Peter Schulenberg,71,Bremen,M,Germany,Ticketing service,,,2023,4,3200,Service
905,Lynn Schusterman & family,84,Tulsa,F,United States,"Oil & gas, investments",,,2023,4,3200,Energy
905,Isabella Seràgnoli,77,Bologna,F,Italy,Packaging,,,2023,4,3200,Manufacturing
905,Shen Guojun,60,Beijing,M,China,Retail,,,2023,4,3200,Fashion & Retail
905,Warren Stephens,66,Little Rock,M,United States,Investment banking,,,2023,4,3200,Finance & Investments
905,Pat Stryker,66,Fort Collins,F,United States,Medical equipment,,,2023,4,3200,Healthcare
905,Roman Trotsenko,52,Moscow,M,Russia,"Transport, engineering, real estate",,,2023,4,3200,Logistics
905,Harald Tschira,48,Heidelberg,M,Germany,Software,,,2023,4,3200,Technology
905,Udo Tschira,53,Wiesloch,M,Germany,Software,,,2023,4,3200,Technology
905,Vincent Viola,67,New York,M,United States,Electronic trading,,,2023,4,3200,Finance & Investments
905,Wu Shaoxun,67,Daye,M,China,Wine,,,2023,4,3200,Food & Beverage
905,Steve Wynn,81,Palm Beach,M,United States,"Casinos, hotels",Wynn Resorts,Cofounder,2023,4,3200,Gambling & Casinos
905,Jon Yarbrough,65,Franklin,M,United States,Video games,,,2023,4,3200,Gambling & Casinos
905,Zhou Bajin,87,Changzhou,M,China,Auto parts,,,2023,4,3200,Manufacturing
949,Cho Tak Wong,76,Fuqing,M,China,Auto parts,,,2023,4,3100,Manufacturing
949,John Coates,53,Stoke-On-Trent,M,United Kingdom,Online gambling,,,2023,4,3100,Gambling & Casinos
949,Ryan Cohen,37,Bal Harbour,M,United States,Investments,,,2023,4,3100,Finance & Investments
949,Deng Wen,55,Chengdu,M,China,Flavorings,,,2023,4,3100,Food & Beverage
949,Gurbachan Singh Dhingra,72,Delhi,M,India,Paints,,,2023,4,3100,Manufacturing
949,Kuldip Singh Dhingra,75,Delhi,M,India,Paints,,,2023,4,3100,Manufacturing
949,Martin Ebner,77,Wilen,M,Switzerland,Investments,,,2023,4,3100,Finance & Investments
949,Charles Edelstenne,85,Paris,M,France,Aviation,,,2023,4,3100,Manufacturing
949,Sergei Gordeev,50,Moscow,M,Russia,Real estate,,,2023,4,3100,Real Estate
949,Jeff T. Green,46,Newbury Park,M,United States,Digital advertising,,,2023,4,3100,Media & Entertainment
949,Reed Hastings,62,Santa Cruz,M,United States,Netflix,Netflix,CEO,2023,4,3100,Technology
949,Bertil Hult,82,Lucerne,M,Switzerland,Education,,,2023,4,3100,Service
949,Miguel Krigsner,73,Sao Jose dos Pinhais,M,Brazil,Cosmetics,,,2023,4,3100,Fashion & Retail
949,Kuok Khoon Hong,73,Singapore,M,Singapore,Palm oil,,,2023,4,3100,Manufacturing
949,Aerin Lauder,52,New York,F,United States,Estee Lauder,,,2023,4,3100,Fashion & Retail
949,Sheldon Lavin,90,Highland Park,M,United States,Meat processing,,,2023,4,3100,Food & Beverage
949,Yin Yee Lee,71,Hong Kong,M,Hong Kong,Glass,,,2023,4,3100,Manufacturing
949,Vladimir Litvinenko & family,67,Saint Petersburg,M,Russia,Chemical industry,,,2023,4,3100,Manufacturing
949,Daniel Mate,59,Kanton Schwyz,M,Switzerland,"Mining, commodities",,,2023,4,3100,Metals & Mining
949,Ravi Modi,46,Kolkata,M,India,Readymade garments,,,2023,4,3100,Fashion & Retail
949,Farhad Moshiri,67,Monaco,M,Monaco,Diversified,,,2023,4,3100,Diversified
949,Jonathan Nelson,66,Providence,M,United States,Private equity,Providence Equity Partners,Executive Chairman ,2023,4,3100,Finance & Investments
949,Or Wai Sheun,71,Hong Kong,M,Hong Kong,Real estate,,,2023,4,3100,Real Estate
949,Katharina Otto-Bernstein,59,New York,F,United States,Real estate,,,2023,4,3100,Real Estate
949,Sergei Popov,51,,M,Switzerland,Banking,,,2023,4,3100,Finance & Investments
949,Penny Pritzker,63,Chicago,F,United States,"Hotels, investments",Inspired Capital,Cofounder,2023,4,3100,Finance & Investments
949,Theodore Rachmat,79,Jakarta,M,Indonesia,Diversified,,,2023,4,3100,Diversified
949,Renzo Rosso & family,67,Bassano del Grappa,M,Italy,Fashion,,,2023,4,3100,Fashion & Retail
949,Friede Springer,80,Berlin,F,Germany,Publishing,,,2023,4,3100,Media & Entertainment
949,Rita Tong Liu,74,Hong Kong,F,Hong Kong,Real estate,,,2023,4,3100,Real Estate
949,Timur Turlov,35,Almaty,M,Kazakhstan,Stock brokerage,,,2023,4,3100,Finance & Investments
949,Frank VanderSloot,74,Idaho Falls,M,United States,"Nutrition, wellness products",,,2023,4,3100,Fashion & Retail
949,Yoo Jung-hyun,53,Jeju-do,F,South Korea,Online games,,,2023,4,3100,Media & Entertainment
982,Abdulla bin Ahmad Al Ghurair & family,,Dubai,M,United Arab Emirates,Diversified,,Athlete,2023,4,3000,Diversified
982,Semahat Sevim Arsel,94,Istanbul,F,Turkey,Diversified,,,2023,4,3000,Diversified
982,Nicolas Berggruen,61,Beverly Hills,M,United States,"Real estate, investments",,,2023,4,3000,Real Estate
982,George Bishop,85,The Woodlands,M,United States,Oil & gas,,,2023,4,3000,Energy
982,Norman Braman,90,Miami,M,United States,"Art, car dealerships",,,2023,4,3000,Automotive
982,Eva Maria Bucher-Haefner,66,Zurich,F,Switzerland,"Software, investments",,,2023,4,3000,Technology
982,Cai Dongchen,70,Luancheng,M,China,Pharmaceuticals,,,2023,4,3000,Healthcare
982,Jean-Pierre Cayard,80,Paris,M,France,Spirits,,,2023,4,3000,Food & Beverage
982,Chan Tan Ching-fen,,Hong Kong,F,Hong Kong,Real estate,,,2023,4,3000,Real Estate
982,Todd Christopher,60,Clearwater,M,United States,Hair care products,,,2023,4,3000,Fashion & Retail
982,Mang Yee Chu & family,63,Guangzhou,M,China,Real estate,,,2023,4,3000,Real Estate
982,"William Conway, Jr.",73,McLean,M,United States,Private equity,Carlyle Group,Co-Chief Executive Officer and Co-founder,2023,4,3000,Finance & Investments
982,Jean Coutu & family,95,Montreal,M,Canada,Drugstores,Jean Coutu Group (PJC) Inc. (Cl A),Chairman,2023,4,3000,Fashion & Retail
982,Catheline Perier D'Ieteren,78,,F,,"Auto parts, distribution",,,2023,4,3000,Automotive
982,"Edward DeBartolo, Jr.",76,Tampa,M,United States,Shopping centers,,,2023,4,3000,Real Estate
982,Stephen Deckoff,57,St. John,M,United States,Private equity,,,2023,4,3000,Finance & Investments
982,Feng Hailiang,62,Zhuji,M,China,"Copper, education",,,2023,4,3000,Metals & Mining
982,"Ernest Garcia, II.",65,Tempe,M,United States,Used cars,,,2023,4,3000,Automotive
982,Sam Goi,76,Singapore,M,Singapore,Frozen foods,,,2023,4,3000,Food & Beverage
982,Carlos Hank Rhon,75,Mexico City,M,Mexico,Banking,,,2023,4,3000,Diversified
982,Susan Carol Holland,66,Milan,F,Italy,Hearing aids,,,2023,4,3000,Manufacturing
982,Hui Ka Yan,64,Shenzhen,M,China,Real estate,,,2023,4,3000,Real Estate
982,Vivek Jain,67,Delhi,M,India,Chemicals,,,2023,4,3000,Manufacturing
982,Friedrich Knapp,71,Brunswick,M,Germany,Fashion retail,,,2023,4,3000,Fashion & Retail
982,Egor Kulkov,51,Grimisuat,M,Switzerland,Pharmaceuticals,,,2023,4,3000,Healthcare
982,Lin Ming-hsiung,73,Taipei,M,Taiwan,Supermarkets,,,2023,4,3000,Fashion & Retail
982,Lin Xiucheng & family,67,Xiamen,M,China,Electronics,,,2023,4,3000,Technology
982,Harsh Mariwala,71,Mumbai,M,India,Consumer goods,,,2023,4,3000,Food & Beverage
982,Gilles Martin,59,Nantes,M,France,Laboratory services,,,2023,4,3000,Healthcare
982,Maja Oeri,68,Basel,F,Switzerland,Pharmaceuticals,,,2023,4,3000,Healthcare
982,John Paulson,67,New York,M,United States,Hedge funds,Paulson & Co. Inc.,Founder,2023,4,3000,Finance & Investments
982,Ajay Piramal,67,Mumbai,M,India,Pharmaceuticals,,,2023,4,3000,Healthcare
982,Guanghe Qiu & family,71,Wenzhou,M,China,Fashion retail,,,2023,4,3000,Fashion & Retail
982,Stephen Rubin,86,London,M,United Kingdom,Sports apparel,,,2023,4,3000,Fashion & Retail
982,Robert Sands,64,Delray Beach,M,United States,Liquor,,,2023,4,3000,Food & Beverage
982,Erik Selin,55,Göteborg,M,Sweden,Real estate,,,2023,4,3000,Real Estate
982,Yonghong Shi & family,54,Chengdu,M,China,Restaurants,,,2023,4,3000,Food & Beverage
982,Martua Sitorus,63,Singapore,M,Singapore,Palm oil,,,2023,4,3000,Manufacturing
982,Guangxin Sun,60,Urumqi,M,China,Diversified,,,2023,4,3000,Diversified
982,Sukanto Tanoto,73,Singapore,M,Singapore,Diversified,,,2023,4,3000,Diversified
982,Sunny Varkey,65,Dubai,M,United Arab Emirates,Education,,,2023,4,3000,Service
982,Gang Ye,42,Singapore,M,Singapore,Gaming,,,2023,4,3000,Media & Entertainment
982,Ye Xiaoping,60,Hangzhou,M,China,Pharmaceuticals,,,2023,4,3000,Healthcare
982,Lei Zhang,50,Hong Kong,M,Hong Kong,Investments,,,2023,4,3000,Finance & Investments
982,Zhu Gongshan & family,65,Shanghai,M,China,Solar panel materials,,,2023,4,3000,Manufacturing
1027,Isak Andic & family,69,Barcelona,M,Spain,Fashion retail,,,2023,4,2900,Fashion & Retail
1027,Alberto Bombassei,82,Bergamo,M,Italy,Automotive brakes,,,2023,4,2900,Automotive
1027,Cao Longxiang & family,65,Taixing,M,China,Pharmaceuticals,,,2023,4,2900,Healthcare
1027,"Roy Carroll, II.",60,Greensboro,M,United States,Real estate,,,2023,4,2900,Real Estate
1027,John Caudwell,70,Stoke-on-Trent,M,United Kingdom,Mobile phones,,,2023,4,2900,Telecom
1027,James Clark,79,Palm Beach,M,United States,"Netscape, investments",Netscape Communications Corporation,Cofounder,2023,4,2900,Technology
1027,Jacques D'Amours,66,Montreal,M,Canada,Convenience stores,Alimentation Couche Tard Inc. Cl A,Vice President and Cofounder,2023,4,2900,Fashion & Retail
1027,John Paul DeJoria,78,Austin,M,United States,"Hair products, tequila",,,2023,4,2900,Fashion & Retail
1027,Bernard Ecclestone & family,92,London,M,United Kingdom,Formula One,,,2023,4,2900,Sports
1027,Michael Federmann & family,79,Tel Aviv,M,Israel,"Defense, hotels",,,2023,4,2900,Technology
1027,Kenneth Feld & family,74,Sarasota,M,United States,Live entertainment,Feld Entertainment,Chairman,2023,4,2900,Media & Entertainment
1027,Gu Yuhua & family,73,Hangzhou,M,China,Furniture,,,2023,4,2900,Manufacturing
1027,Otto Happel,75,Luzerne,M,Switzerland,Engineering,,,2023,4,2900,Construction & Engineering
1027,Gudrun Heine,68,Ohningen,F,Germany,Medical devices,,,2023,4,2900,Healthcare
1027,Donald Horton & family,73,Fort Worth,M,United States,Homebuilding,,,2023,4,2900,Real Estate
1027,Zarakh Iliev,56,Moscow,M,Russia,Real estate,,,2023,4,2900,Real Estate
1027,Ipek Kirac,38,Istanbul,F,Turkey,Diversified,,,2023,4,2900,Diversified
1027,Lee Seo-hyun,49,Seoul,F,South Korea,Samsung,,,2023,4,2900,Technology
1027,Li Jianquan & family,66,Shenzhen,M,China,Consumer products,,,2023,4,2900,Healthcare
1027,Li Li,57,Changsha,M,China,Healthcare,,,2023,4,2900,Healthcare
1027,Li Xiaohua & family,61,Yuxi,M,China,Packaging,,,2023,4,2900,Manufacturing
1027,Liu Xiaodong,55,Shanghai,M,China,Flavorings,,,2023,4,2900,Manufacturing
1027,Martin Lorentzon,54,Stockholm,M,Sweden,Spotify,,,2023,4,2900,Technology
1027,Ronald McAulay,87,Hong Kong,M,Hong Kong,Energy,,,2023,4,2900,Energy
1027,Erwin Franz Mueller,90,Ulm,M,Germany,Drugstores,,,2023,4,2900,Fashion & Retail
1027,Georg Nemetschek & family,89,Munich,M,Germany,Software,,,2023,4,2900,Technology
1027,God Nisanov,50,Moscow,M,Russia,Real estate,,,2023,4,2900,Real Estate
1027,Vikas Oberoi,52,Mumbai,M,India,Real estate,,,2023,4,2900,Real Estate
1027,Gregorio Perez Companc & family,87,Buenos Aires,M,Argentina,Oil & gas,,,2023,4,2900,Energy
1027,Sebastian Piñera & family,73,Santiago,M,Chile,Investments,Chile,President,2023,4,2900,Finance & Investments
1027,Arvind Poddar,65,Mumbai,M,India,Tires,,,2023,4,2900,Automotive
1027,Alexey Repik,43,Moscow,M,Russia,Pharmaceuticals,,,2023,4,2900,Healthcare
1027,Haim Saban,78,Beverly Hills,M,United States,"TV network, investments",,,2023,4,2900,Media & Entertainment
1027,Rodney Sacks,73,Laguna Beach,M,United States,Energy drinks,Monster Beverage,CEO,2023,4,2900,Food & Beverage
1027,Karthik Sarma,48,New York,M,United States,Hedge fund,,,2023,4,2900,Finance & Investments
1027,Sybill Storz,85,Leipzig,F,Germany,Medical devices,,,2023,4,2900,Healthcare
1027,Daniel Sundheim,46,New York,M,United States,Hedge funds,,Investor,2023,4,2900,Finance & Investments
1027,"William Wrigley, Jr.",59,North Palm Beach,M,United States,Chewing gum,"Wrigley Management, Inc.",Investor,2023,4,2900,Food & Beverage
1027,Zhang Wenzhong,61,Beijing,M,China,Supermarkets,,,2023,4,2900,Fashion & Retail
1027,Zhou Jianping,62,Jiangyin,M,China,Fashion retail,,,2023,4,2900,Fashion & Retail
1067,Joy Alukkas,66,Cochin,M,India,Jewelry,,,2023,4,2800,Fashion & Retail
1067,Kang An,74,Xinxiang,M,China,Pharmaceuticals,,,2023,4,2800,Healthcare
1067,Garrett Camp,44,San Francisco,M,United States,Uber,Uber Technologies Inc.,Cofounder and Chairman,2023,4,2800,Technology
1067,Chen Lip Keong,75,Phnom Penh,M,Cambodia,"Casinos, property, energy",,,2023,4,2800,Gambling & Casinos
1067,Choo Chong Ngen,69,Singapore,M,Singapore,Hotels,,,2023,4,2800,Real Estate
1067,Euisun Chung,52,Seoul,M,South Korea,Hyundai,Hyundai Motor Co. Ltd.,,2023,4,2800,Automotive
1067,Smita Crishna-Godrej,72,Mumbai,F,India,Consumer goods,,,2023,4,2800,Diversified
1067,Eleanor Butt Crook & family,90,San Marcos,F,United States,Supermarkets,,,2023,4,2800,Fashion & Retail
1067,Du Jiangtao & family,53,Beijing,M,China,Chemicals,,,2023,4,2800,Manufacturing
1067,Lorenzo Fertitta,54,Las Vegas,M,United States,"Casinos, mixed martial arts",,,2023,4,2800,Sports
1067,Sebastian Glaser,,Munich,M,Germany,Sensor technology,,,2023,4,2800,Technology
